in_store_number,in_store_name,in_address,n_address,n_roadaddress,n_latitude,n_longitude,n_store_type,n_navermap_link,n_telephone,,,,,,,,
110442373,정은영 자이로토닉앤필라테스,경기도 성남시 분당구 판교원로81번길 15,경기도 성남시 분당구 운중동 949 산운마을 10단지,경기도 성남시 분당구 판교원로81번길 15 산운마을 10단지,37.3909831,127.0749553,스포츠시설>필라테스,,,,,,,,,,
110443108,일등떡볶이,경기도 성남시 수정구 탄리로8번길 12,경기도 성남시 수정구 신흥동 6925 1층,경기도 성남시 수정구 탄리로8번길 12,37.4386737,127.1413621,분식>종합분식,,031-722-6482,,,,,,,,
110443389,국수나무,경기도 성남시 분당구 내정로173번길 11,경기도 성남시 분당구 수내동 29 양지마을 주상복합상가 603동 147호,경기도 성남시 분당구 내정로173번길 11 양지마을,37.3747856,127.1184379,한식>국수,http://www.namuya.co.kr/,031-719-6993,,,,,,,,
110443413,자가발효공간 수리,경기도 성남시 분당구 운중로225번길 14-1,,,37.391299,127.0888006,"*** 유리,액자,거울",,,,,,,,,,
110444791,마미슬라임,경기도 성남시 분당구 돌마로 361,경기도 성남시 분당구 수내동 63-2,경기도 성남시 분당구 돌마로 361 동신코아 121호 마미슬라임,37.3706027,127.1229279,"키즈카페,실내놀이터",http://vine1120.blog.me/221348947382,031-715-0535,,,,,,,,
110445459,주식회사 원푸드시스템,경기도 성남시 중원구 둔촌대로457번길 27,,,37.4336528,127.1701866,*** 식품잡화,,,,,,,,,,
110445665,위례광장약국,경기도 성남시 수정구 위례광장로 9-9,경기도 성남시 수정구 창곡동  ,경기도 성남시 수정구 위례광장로 9-9 112호,37.4664,127.1495,"건강,의료>약국",,031-723-7488,,,,,,,,
110445715,더알,경기도 성남시 중원구 금빛로61번길 14,,,37.4471434,127.1654738,*** 일반대중음식,,,,,,,,,,
110445897,일일반찬,경기도 성남시 분당구 동판교로266번길 14,,,37.4062286,127.1169081,*** 식품잡화,,,,,,,,,,
110446051,L&S 디자인,경기도 성남시 분당구 양현로94번길 29,,,0,0,,,,,,,,,,,
110447315,헤어마당,경기도 성남시 수정구 수정남로54번길 29-1,경기도 성남시 수정구 수진동 1081,경기도 성남시 수정구 수정남로54번길 29-1,37.4382192,127.1348561,"생활,편의>미용실",,,,,,,,,,
110447810,리치,경기도 성남시 분당구 장안로52번길 3,,,0,0,,,,,,,,,,,
110449857,바다애,경기도 성남시 중원구 둔촌대로 388,,,37.4329132,127.1593288,*** 한식,,,,,,,,,,
110450624,공차 분당푸른마을점,경기도 성남시 분당구 돌마로356번길 3,경기도 성남시 분당구 수내동 79-1 105호,경기도 성남시 분당구 돌마로356번길 3 105호,37.3697379,127.1233265,"카페,디저트>차",http://www.gong-cha.co.kr/m/brand/,031-711-6194,,,,,,,,
110451192,덤인17호점,경기도 성남시 분당구 성남대로 345,,,37.3669446,127.1076967,"*** 용역서비스(연구,번역등)",,,,,,,,,,
110451952,상상인테크 (주),경기도 성남시 수정구 복정로 76,경기도 성남시 수정구 복정동  405-2 동서울대학 창업보육센터 5308호,경기도 성남시 수정구 복정로 76,37.4605911,127.1308833,"컴퓨터프로그래밍,정보서비스업>소프트웨어개발",http://www.ssintech.co.kr/,031-752-6676,,,,,,,,
110452612,옛날손칼국수,경기도 성남시 중원구 자혜로8번길 59,경기도 성남시 중원구 금광동 4339,경기도 성남시 중원구 자혜로8번길 59,37.4455871,127.1585252,"한식>칼국수,만두",,,,,,,,,,
110454584,방원식품,경기도 성남시 수정구 수정로120번길 25,,,37.4394155,127.1345892,*** 식품잡화,,,,,,,,,,
110455276,윤밀원,경기도 성남시 분당구 불곡남로13번길 3,경기도 성남시 분당구 정자동 223-9,경기도 성남시 분당구 불곡남로13번길 3,37.3585767,127.1233116,"한식>족발,보쌈",,031-714-8388,,,,,,,,
110455920,M 레스토랑,경기도 성남시 분당구 판교역로10번길 29,,,0,0,,,,,,,,,,,
110457579,올드패션드키친,경기도 성남시 분당구 분당로381번길 13-5,경기도 성남시 분당구 분당동 126-1,경기도 성남시 분당구 분당로381번길 13-5,37.3685041,127.1462416,음식점>양식,,,,,,,,,,
110458304,(주)진에듀 씨엠에스분당영재2관,경기도 성남시 분당구 성남대로 349,,,37.3672976,127.1076928,*** 일반전문학원,,,,,,,,,,
110458460,마케티어,경기도 성남시 중원구 금빛로42번길 5,경기도 성남시 중원구 금광1동 2356,경기도 성남시 중원구 금빛로42번길 5,37.4459718,127.1682041,"쇼핑,유통>벽지,장판",,,,,,,,,,
110458643,커틸다 헤어살롱 위례점,경기도 성남시 수정구 위례서일로3길 14-5,경기도 성남시 수정구 창곡동 548-5,경기도 성남시 수정구 위례서일로3길 14-5 1층,37.4662714,127.139617,미용>미용실,http://blog.naver.com/na0117_kt,031-752-7178,,,,,,,,
110458684,멋진가방,경기도 성남시 수정구 공원로 322,,,37.4433206,127.152081,"*** 가방,핸드백(가죽)",,,,,,,,,,
110458692,리틀하이 레스토랑 & 카페 위례점,경기도 성남시 수정구 위례광장로 300,,,37.4734899,127.1427379,*** 일반대중음식,,,,,,,,,,
110459237,(주)탁클래스,경기도 성남시 분당구 판교역로 98,,,37.3890937,127.1095901,*** 일반전문학원,,,,,,,,,,
110459336,야탑고등학교,경기 성남시 분당구 판교로 738,경기도 성남시 분당구 야탑동 145-3,경기도 성남시 분당구 판교로 738 야탑고등학교,37.4036834,127.1531766,"교육,학문>고등학교",http://www.yatap.hs.kr/,031-697-0100,,,,,,,,
110459930,전기매트할인,경기도 성남시 중원구 광명로 133,,,37.4373108,127.1429321,*** 생활잡화,,,,,,,,,,
110460128,(주) 차케어스,경기도 성남시 분당구 야탑로69번길 3,경기도 성남시 분당구 야탑동 354-6 강남프라자 4층,경기도 성남시 분당구 야탑로69번길 3 강남프라자 4층,37.4100905,127.1263491,"전문,기술서비스>경영컨설팅",http://www.chacarescorp.com/,031-881-7702,,,,,,,,
110460151,동경,경기도 성남시 분당구 판교역로 240,,,0,0,,,,,,,,,,,
110460334,브라운홀릭판교점,경기도 성남시 분당구 판교로319번길 13,,,37.403738,127.1091183,*** 일반대중음식,,,,,,,,,,
110460417,(주)투스코,경기도 성남시 분당구 판교로 253,경기도 성남시 분당구 삼평동 621 판교이노밸리 B동 1004-2호,경기도 성남시 분당구 판교로 253 판교 이노밸리,37.403341,127.1010583,"컴퓨터프로그래밍,정보서비스업>소프트웨어개발",http://www.2sco.co.kr/,031-8018-8482,,,,,,,,
110460441,혼스피치화술교습소,경기도 성남시 수정구 위례광장로 104,,,37.4730513,127.141263,*** 일반전문학원,,,,,,,,,,
110461415,더울,경기도 성남시 수정구 수정로111번길 6-5,경기도 성남시 수정구 태평동  3689,경기도 성남시 수정구 수정로111번길 6-5 1층,37.4418329,127.132596,"미술,공예품>뜨개",http://www.thewool.co.kr,031-758-1052,,,,,,,,
110461449,아트모마(수성지구),대구광역시 수성구 달구벌대로 3081,,,35.8442012,128.6946721,*** 학습지,,,,,,,,,,
110462173,(주)엘에스네트웍스 성남직영점,경기도 성남시 수정구 수정로 115,,,37.4415531,127.1330113,*** 기성화(신발),,,,,,,,,,
110462579,판교종합사회복지관,경기도 성남시 분당구 운중로 254,경기도 성남시 분당구 판교동 628,경기도 성남시 분당구 운중로 254,37.3890025,127.0910178,"사회,복지>종합사회복지관",https://www.facebook.com/happypangyo/,031-703-8100,,,,,,,,
110463155,수연꽃방,경기도 성남시 분당구 벌말로 37,경기도 성남시 분당구 야탑동 274-1,경기도 성남시 분당구 벌말로 37,37.4113592,127.1379715,"생활,편의>꽃집,꽃배달",http://instagram.com/suyoun_ggocbang,,,,,,,,,
110463213,종갓집오리추어탕,경기도 성남시 중원구 광명로 384,경기도 성남시 중원구 금광1동 2409,경기도 성남시 중원구 광명로 384 창보시티렉스,37.4467369,127.1685489,한식>추어탕,,031-731-2572,,,,,,,,
110463361,엠피지 분당점,경기도 성남시 분당구 정자일로 220,,,0,0,,,,,,,,,,,
110463882,아이폰수리몬 분당서현 아이폰수리,경기도 성남시 분당구 황새울로360번길 22,경기도 성남시 분당구 서현동 247-1,경기도 성남시 분당구 황새울로360번길 22 영건프라자 1층 115호,37.3861469,127.1254295,"수리,AS>휴대폰수리",http://blog.naver.com/applemon001,031-706-3366,,,,,,,,
110465614,고운결한의원,경기도 성남시 분당구 성남대로 345,경기도 성남시 분당구 정자동 17-6,경기도 성남시 분당구 성남대로 345 정자역프라자 5층,37.3669292,127.1076874,"병원,의원>한의원",http://gwgbundang.modoo.at/,031-719-7530,,,,,,,,
110466000,성남시장례협동조합,경기도 성남시 중원구 순암로 800,경기도 성남시 중원구 상대원동 2229,경기도 성남시 중원구 박석로91번길 4-1,37.4406693,127.1644963,"협회,단체>응급서비스",http://www.tonature1004.com/,1899-4425,,,,,,,,
110467180,종점다방,경기도 성남시 수정구 산성대로 581,경기도 성남시 수정구 양지동 37,경기도 성남시 수정구 산성대로 581,37.4620573,127.1677161,"카페,디저트>다방",,,,,,,,,,
110467222,한정순 미장원,경기도 성남시 수정구 산성대로581번길 4,,,37.4621972,127.1675624,"*** 이용,미용",,,,,,,,,,
110467297,스터디플래닛분당이매센터독서실,경기도 성남시 분당구 양현로94번길 21,경기도 성남시 분당구 이매1동 120-7,경기도 성남시 분당구 양현로94번길 21 분당코아,37.3910153,127.1263549,"교육,학문>독서실",http://blog.naver.com/planet_028,031-702-9569,,,,,,,,
110467875,라라 (LARA),경기도 성남시 분당구 내정로165번길 38,,,37.3767071,127.1162823,*** 남.여기성복,,,,,,,,,,
110468212,전진카센타,경기도 성남시 수정구 대왕판교로 903,,,0,0,"생활,편의>자동차정비,수리",,,,,,,,,,
110468600,오핀,경기도 성남시 분당구 돌마로 80,,,37.3496946,127.1103979,*** 남.여기성복,,,,,,,,,,
110471497,한맥국어보습학원,경기도 성남시 수정구 위례광장로 320,경기도 성남시 수정구 창곡동  509-3,경기도 성남시 수정구 위례광장로 320 아이에스센트럴타워 9층 15호,37.4719836,127.1423069,"교육,학문>교습학원",http://hanmac22033292wirye.modoo.at/,,,,,,,,,
110472255,택이네 미금역점,경기도 성남시 분당구 미금일로86번길 12-4,경기도 성남시 분당구 구미동 55-2 1층,경기도 성남시 분당구 미금일로86번길 12-4 1층,37.3468495,127.1106508,한식>조개요리,,031-717-5006,,,,,,,,
110472644,바나나(BARNANA),경기도 성남시 분당구 성남대로331번길 13,,,37.3652933,127.1063203,*** 일반대중음식,,,,,,,,,,
110472875,브리제헤어,경기도 성남시 분당구 성남대로331번길 3-3,경기도 성남시 분당구 정자동 156-1,경기도 성남시 분당구 성남대로331번길 3-3,37.365326,127.1076933,"생활,편의>미용실",https://www.instagram.com/brise_hair/,031-752-8752,,,,,,,,
110473006,교육공간 동행 진학지도 교습소,경기도 성남시 분당구 이매로 49,,,37.3950079,127.1263872,*** 일반전문학원,,,,,,,,,,
110473220,특수방수,경기도 성남시 중원구 원터로69번길 2,,,0,0,,,,,,,,,,,
110473311,행복한집,경기도 성남시 분당구 내정로165번길 35,경기도 성남시 분당구 서현동 334-4,경기도 성남시 분당구 불정로420번길 6,37.3762,127.1403683,음식점>한식,,,,,,,,,,
110473972,배영만 아구동태찜탕,경기도 성남시 수정구 수정남로 19,,,37.4397003,127.1302037,*** 한식,,,,,,,,,,
110474384,뉴금광부동산,경기도 성남시 중원구 자혜로64번길 2,,,0,0,부동산>중개업,,,,,,,,,,
110477023,으르렁,경기도 성남시 수정구 산성대로215번길 32-7,,,37.4407759,127.1405695,*** 생활잡화,,,,,,,,,,
110477429,장독대 수내역점,경기도 성남시 분당구 내정로 167,,,37.3738813,127.1191694,*** 식품잡화,,,,,,,,,,
110477791,커피그램,경기도 성남시 분당구 대왕판교로385번길 8,,,37.3782753,127.1009575,*** 일반대중음식,,,,,,,,,,
110478013,분당대진고등학교,"경기 성남시 분당구 분당로 271,",경기도 성남시 분당구 분당동 72,경기도 성남시 분당구 분당로 271,37.3693428,127.1381847,"교육,학문>고등학교",http://www.bdj.hs.kr/,031-706-8574,,,,,,,,
110478161,와디즈 주식회사,경기도 성남시 분당구 판교로 242,,,37.4023151,127.1005858,"*** 인쇄,출판",,,,,,,,,,
110479144,성남금융고등학교,경기 성남시 분당구 장미로 153,경기도 성남시 분당구 야탑동 216,경기도 성남시 분당구 장미로 153 성남정보산업고등학교,37.4138706,127.138116,"교육,학문>고등학교",http://www.snfn.hs.kr/,031-706-0292,,,,,,,,
110479243,찌마기,경기도 성남시 수정구 복정로 125,경기도 성남시 수정구 복정동 645-8,경기도 성남시 수정구 복정로 125 태영빌딩 1층,37.4642032,127.1268568,한식>조개요리,https://blog.naver.com/jjimagi/221332264134,031-751-8985,,,,,,,,
110479649,성남금융고등학교 수업료,경기 성남시 분당구 장미로 153,,,37.4136464,127.1379534,*** 학교등록금,,,,,,,,,,
110480845,이음모바일,경기도 성남시 수정구 위례광장로 27,경기도 성남시 수정구 창곡동  547-2 으뜸프라자 105호,경기도 성남시 수정구 위례광장로 27 으뜸프라자 105호,37.4670549,127.1400705,"쇼핑,유통>휴대폰",https://blog.naver.com/eum1710,,,,,,,,,
110482163,오휘화장품,경기도 성남시 분당구 돌마로 75,경기도 성남시 분당구 금곡동 154,경기도 성남시 분당구 돌마로 75 미금프라자,37.3504041,127.1104132,"쇼핑,유통>화장품,향수",http://cafe.naver.com/woorifamilys,031-713-7050,,,,,,,,
110484763,(유)제이엔제이코퍼레이션리미티드 지점,경기도 성남시 분당구 판교역로 178,,,37.3964929,127.1100738,*** 각종  수리점,,,,,,,,,,
110485653,나노포톤코리아 주식회사,"경기 성남시 분당구 판교로228번길 15,",,,37.4018401,127.1014709,"*** 사진기,광학제품",,,,,,,,,,
110485828,샘물밥상,경기도 성남시 분당구 정자일로 1,경기도 성남시 분당구 금곡동 210 코오롱트리폴리스 상가 222,경기도 성남시 분당구 정자일로 1 코오롱트리폴리스 상가 222,37.3507871,127.1053998,음식점>한식,,031-728-0080,,,,,,,,
110486586,릴리헤어,경기도 성남시 중원구 광명로347번길 10,경기도 성남시 중원구 금광동 3171,경기도 성남시 중원구 광명로347번길 10,37.4469941,127.1643373,"생활,편의>미용",,,,,,,,,,
110486719,바이(by) 572,경기도 성남시 분당구 판교로25번길 12-1,,,37.3898739,127.0838316,*** 남.여기성복,,,,,,,,,,
110487030,공간보라,경기도 성남시 분당구 판교역로 10,경기도 성남시 분당구 백현동 581-7,경기도 성남시 분당구 판교역로 10,37.3837733,127.1116688,"쇼핑,유통>가구,인테리어",https://instagram.com/spacebora,,,,,,,,,
110487774,까로치아 (성남시청점),경기도 성남시 중원구 성남대로997번길 51-17,경기도 성남시 중원구 여수동 315,경기도 성남시 중원구 성남대로997번길 51-17,37.4173076,127.1261019,"카페,디저트>카페",,031-722-6335,,,,,,,,
110488012,호(好)혼술남녀,경기도 성남시 분당구 서현로210번길 2,,,37.386843,127.1254869,*** 일반대중음식,,,,,,,,,,
110488046,모란,경기도 성남시 중원구 제일로35번길 43-2,경기도 성남시 중원구 성남동 3431,경기도 성남시 중원구 제일로35번길 52,37.4324768,127.1316455,"한식>육류,고기요리",https://www.instagram.com/dunggarbidarin/,031-722-0889,,,,,,,,
110488863,백채김치찌개,경기도 성남시 중원구 성남대로997번길 25-15,경기도 성남시 중원구 여수동 211,경기도 성남시 중원구 성남대로997번길 25-15,37.4176668,127.1264041,"한식>찌개,전골",,031-752-0505,,,,,,,,
